Site,Focal_sp,Plot,Tree,Period,Growth,preceding_dbh,PPT,CMD,period_rainfall,period_md,daily_annual_cmd,daily_period_md,norm_md,monthly_period_md,anomaly,growth_no_negs,growth_rate,total_nbh_ba,number_neighbours,total_nci,intra_nci,inter_nci,PC1,PC2,log_total_nci,log_p1_intra_nci,log_p1_inter_nci,std_total_nci,std_intra_nci,std_inter_nci,std_preceding_dbh,std_ppt,std_cmd,std_daily_md,std_norm_md,std_period_ppt,std_period_md,std_daily_period_md,std_monthly_period_md,std_anomaly,std_PC1,std_PC2,site_climate
EPF,AMYG,B,3,1,16.62,331,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,16.62,0.044557640750670244,0.4273265013247542,9,19.749124247400108,3.6,16.14912424740011,-1.9562213824706531,-0.5030101563820399,2.9831091484602075,1.5260563034950492,2.841947108016585,-1.868347283188057,-3.8642358174076814,-2.061712746192393,-0.333831214089933,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-0.814674944204947,-0.5614667137690428,dry
EPF,AMYG,B,4,1,4.66,354,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,4.66,0.012493297587131368,1.2554267628661218,9,62.00398016729286,53.7550694919116,8.248910675381264,-1.9562213824706531,-0.5030101563820399,4.127198579231259,4.002869957869673,2.2245057797658654,-0.30115980272820947,-0.4714666455502741,-2.907491313433319,-0.12767617445233667,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-0.814674944204947,-0.5614667137690428,dry
EPF,AMYG,B,5,1,7.95,382,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,7.95,0.02131367292225201,1.4982993639243318,30,81.8448716570946,41.973965002134015,39.87090665496059,-1.9562213824706531,-0.5030101563820399,4.404825646473573,3.7605944672589193,3.710418481204867,0.07913709742382652,-0.8033385302958136,-0.8720702002585745,0.12329517814995455,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-0.814674944204947,-0.5614667137690428,dry
EPF,AMYG,B,6,1,NA,547,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,NA,NA,1.4796225955987403,26,75.94590726128351,33.508641921492554,42.43726533979095,-1.9562213824706531,-0.5030101563820399,4.330021340312437,3.5412097831478575,3.771317721061002,-0.023330742018768055,-1.1038543126256803,-0.7886496880983191,1.602233505984885,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-0.814674944204947,-0.5614667137690428,dry
EPF,AMYG,B,7,1,14.17,626,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,14.17,0.03798927613941019,0.48256748114731374,18,30.047281093109408,16.984714795008912,13.062566298100496,-1.9562213824706531,-0.5030101563820399,3.4027721774570705,2.8895222190851744,2.6435163944851165,-1.2934878120954036,-1.9965437861068764,-2.3335255272751185,2.3103312508270637,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-0.814674944204947,-0.5614667137690428,dry
EPF,AMYG,B,8,1,2.78,434,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,2.78,0.007453083109919571,0.8040513697781376,5,38.89781746031746,32.326388888888886,6.571428571428571,-1.9562213824706531,-0.5030101563820399,3.6609381426318026,3.5063495422822446,2.0243817644968085,-0.9398489639242433,-1.1516062903828597,-3.1816235996285083,0.5893848329827811,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-0.814674944204947,-0.5614667137690428,dry
EPF,AMYG,C,1,1,10.67,388,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,10.67,0.028605898123324397,0.6483116263654041,17,38.74902680652681,20.539469696969697,18.20955710955711,-2.7348104549364685,0.6292946245238769,3.6571056408137013,3.06988705197159,2.955407921312041,-0.9450987710692321,-1.7494778658978918,-1.9062927577395725,0.17707475370758838,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-1.262827803394188,0.5664479602259209,dry
EPF,AMYG,C,2,1,2.39,295,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,2.39,0.006407506702412869,1.123346353727573,8,31.665222433059245,28.2297385620915,3.435483870967742,-2.7348104549364685,0.6292946245238769,3.4552189945153065,3.375186634919334,1.4896367126214798,-1.221645530475652,-1.3312748204743707,-3.9141238115849033,-0.656508667435736,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-1.262827803394188,0.5664479602259209,dry
EPF,AMYG,C,3,1,14.22,454,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,14.22,0.03812332439678284,0.3112642877286963,37,71.11188937584512,17.550396825396824,53.5614925504483,-2.7348104549364685,0.6292946245238769,4.264254543305431,2.920491181029315,3.9993283692909523,-0.11341889258393986,-1.9541221290787323,-0.4763179562365113,0.7686500848415605,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-1.262827803394188,0.5664479602259209,dry
EPF,AMYG,C,4,1,7.09,574,600.7278,692.2722,742.4,316.80000000000007,1.8966361643835616,0.8493297587131369,689.644,309.79999999999995,-379.84400000000005,7.09,0.01900804289544236,1.303045453512909,24,72.36926304689463,39.740476190476194,32.62878685641844,-2.7348104549364685,0.6292946245238769,4.281781665696363,3.7072220992545564,3.5153824518460497,-0.08941002925492146,-0.8764486427479159,-1.139232902079656,1.844241595994237,-1.024040247398214,1.1979265917349091,1.197926591734909,1.1798280592378392,-0.6248767811562783,0.731225738896439,0.6688053165846685,0.7648049815674967,-0.12800025242131982,-1.262827803394188,0.5664479602259209,dry
